original_image,new_image,split,type,augmentation_id
44714309-dbd0-4b72-9628-b7262f29b7b8.jpg,0c8e1b0a-4437-40f7-8681-031fb6068a27.jpg,train,augmented,aug_1
44714309-dbd0-4b72-9628-b7262f29b7b8.jpg,d1f04a90-3a32-4231-ad67-831c1e5bf42d.jpg,train,augmented,aug_2
44714309-dbd0-4b72-9628-b7262f29b7b8.jpg,bb814197-8ca0-4052-9ca6-2888417283c2.jpg,train,augmented,aug_3
447ee315-9ccc-427b-903a-9463d4733b06.jpg,447ee315-9ccc-427b-903a-9463d4733b06.jpg,train,original,original
447ee315-9ccc-427b-903a-9463d4733b06.jpg,7d10bb8a-ede2-48ac-9519-9689c5e67a9d.jpg,train,augmented,aug_1
447ee315-9ccc-427b-903a-9463d4733b06.jpg,e50aecc0-a8bc-41c0-8704-7f8a2ac16c84.jpg,train,augmented,aug_2
447ee315-9ccc-427b-903a-9463d4733b06.jpg,7ff76076-fd87-4905-b89d-49b2a26ce622.jpg,train,augmented,aug_3
44a02ec9-7450-4b6d-b580-e6550c35fd55.jpg,44a02ec9-7450-4b6d-b580-e6550c35fd55.jpg,train,original,original
44a02ec9-7450-4b6d-b580-e6550c35fd55.jpg,877b6110-2b09-4dc2-b7dd-a60ab74eeb27.jpg,train,augmented,aug_1
44a02ec9-7450-4b6d-b580-e6550c35fd55.jpg,c01e2c2f-ab75-4627-8416-ffa4e636fec2.jpg,train,augmented,aug_2
44a02ec9-7450-4b6d-b580-e6550c35fd55.jpg,58fc689f-d264-4473-b54c-58327e097d67.jpg,train,augmented,aug_3
44b5a700-5e22-4bde-8b09-33a0fc6883fe.jpg,44b5a700-5e22-4bde-8b09-33a0fc6883fe.jpg,train,original,original
44b5a700-5e22-4bde-8b09-33a0fc6883fe.jpg,0a7562d8-efc1-4786-91d9-6ebac6da21bd.jpg,train,augmented,aug_1
44b5a700-5e22-4bde-8b09-33a0fc6883fe.jpg,b633e5a9-31ab-4ef9-966a-9dc7383f2997.jpg,train,augmented,aug_2
44b5a700-5e22-4bde-8b09-33a0fc6883fe.jpg,654d31d4-19a2-4d1e-a01a-e93ff552813a.jpg,train,augmented,aug_3
450141ce-3de0-43f2-a6fc-d1d293329966.jpg,450141ce-3de0-43f2-a6fc-d1d293329966.jpg,train,original,original
450141ce-3de0-43f2-a6fc-d1d293329966.jpg,378f35c5-756f-4843-97f8-70f00f043f64.jpg,train,augmented,aug_1
450141ce-3de0-43f2-a6fc-d1d293329966.jpg,234675da-9533-4b3b-be9a-e363d5e5f040.jpg,train,augmented,aug_2
450141ce-3de0-43f2-a6fc-d1d293329966.jpg,315084e9-b2a0-4a01-98b2-4b64dce10974.jpg,train,augmented,aug_3
454ca79c-e00f-44d1-9707-833eee232dc7.jpg,454ca79c-e00f-44d1-9707-833eee232dc7.jpg,train,original,original
454ca79c-e00f-44d1-9707-833eee232dc7.jpg,5412dbd9-9113-4295-8396-704c585b126e.jpg,train,augmented,aug_1
454ca79c-e00f-44d1-9707-833eee232dc7.jpg,95c25bee-9401-4cef-8879-879f2a95d24d.jpg,train,augmented,aug_2
454ca79c-e00f-44d1-9707-833eee232dc7.jpg,4175a127-90c4-4bf5-8edd-6fd8c88daa53.jpg,train,augmented,aug_3
456bf1db-363a-4e34-8790-21b5118cae65.jpg,456bf1db-363a-4e34-8790-21b5118cae65.jpg,train,original,original
456bf1db-363a-4e34-8790-21b5118cae65.jpg,1aadf4f3-6149-4eda-b973-911ef76fc5d2.jpg,train,augmented,aug_1
456bf1db-363a-4e34-8790-21b5118cae65.jpg,0894664c-bd91-4eab-8cd1-db56d19027e3.jpg,train,augmented,aug_2
456bf1db-363a-4e34-8790-21b5118cae65.jpg,2d13e2b4-00bf-4e13-94b2-3db28f1cf703.jpg,train,augmented,aug_3
4574ab01-3f78-4ca3-94b6-9f9fe64b67bf.jpg,4574ab01-3f78-4ca3-94b6-9f9fe64b67bf.jpg,train,original,original
4574ab01-3f78-4ca3-94b6-9f9fe64b67bf.jpg,5a4279d0-439d-4bf2-8452-821df51cbc3a.jpg,train,augmented,aug_1
4574ab01-3f78-4ca3-94b6-9f9fe64b67bf.jpg,030c3b29-f32b-4ff8-bd2c-708bbedf1a87.jpg,train,augmented,aug_2
4574ab01-3f78-4ca3-94b6-9f9fe64b67bf.jpg,769b9a04-380e-4e23-9d34-c179243d54a6.jpg,train,augmented,aug_3
4580318a-299e-406c-bf85-e4142fc7b621.jpg,4580318a-299e-406c-bf85-e4142fc7b621.jpg,train,original,original
4580318a-299e-406c-bf85-e4142fc7b621.jpg,2973aa32-571a-4747-82d2-966093245aa2.jpg,train,augmented,aug_1
4580318a-299e-406c-bf85-e4142fc7b621.jpg,3227cb44-f9f8-4adf-88c1-0133ce0e135b.jpg,train,augmented,aug_2
4580318a-299e-406c-bf85-e4142fc7b621.jpg,5558f796-2659-4bba-ba4a-aa9f1210aa2f.jpg,train,augmented,aug_3
45d09b02-2142-4a44-b223-675bae0d60d8.jpg,45d09b02-2142-4a44-b223-675bae0d60d8.jpg,train,original,original
45d09b02-2142-4a44-b223-675bae0d60d8.jpg,31502cdf-22c4-4391-ac2a-341bc4eb8e05.jpg,train,augmented,aug_1
45d09b02-2142-4a44-b223-675bae0d60d8.jpg,8a6b6115-9e02-45fd-879d-7995d4faf8ce.jpg,train,augmented,aug_2
45d09b02-2142-4a44-b223-675bae0d60d8.jpg,a36e4c30-8cdf-4a04-9ae2-a7ef4fe833a8.jpg,train,augmented,aug_3
4630c8a5-2314-4c12-9ea1-7532b9dd6ec9.jpg,4630c8a5-2314-4c12-9ea1-7532b9dd6ec9.jpg,train,original,original
4630c8a5-2314-4c12-9ea1-7532b9dd6ec9.jpg,1f229f1e-12eb-44d7-b06f-37a49a4075b8.jpg,train,augmented,aug_1
4630c8a5-2314-4c12-9ea1-7532b9dd6ec9.jpg,4d26a633-6985-4d8f-a88e-2cbf38afa8bc.jpg,train,augmented,aug_2
4630c8a5-2314-4c12-9ea1-7532b9dd6ec9.jpg,da31f6f2-213c-4f80-9d1e-696ed4680a2e.jpg,train,augmented,aug_3
464f3361-9036-415a-8ed5-bd642a2e550b.jpg,464f3361-9036-415a-8ed5-bd642a2e550b.jpg,train,original,original
464f3361-9036-415a-8ed5-bd642a2e550b.jpg,5018a888-1966-4a01-9a8a-b452d09af9c4.jpg,train,augmented,aug_1
464f3361-9036-415a-8ed5-bd642a2e550b.jpg,3963059f-bc62-4a66-8ccb-b8750c6becf8.jpg,train,augmented,aug_2
464f3361-9036-415a-8ed5-bd642a2e550b.jpg,783b125a-755f-41a2-85f7-1981450e1f7a.jpg,train,augmented,aug_3
46573a66-14e4-4b97-a1b4-49f9299e8321.jpg,46573a66-14e4-4b97-a1b4-49f9299e8321.jpg,train,original,original
46573a66-14e4-4b97-a1b4-49f9299e8321.jpg,9ef71b01-31e0-4b2d-bdad-4a0829dcadda.jpg,train,augmented,aug_1
46573a66-14e4-4b97-a1b4-49f9299e8321.jpg,532f004d-6eb5-492d-ab1f-203f8e9f86f0.jpg,train,augmented,aug_2
46573a66-14e4-4b97-a1b4-49f9299e8321.jpg,dd8121b9-7808-4a2e-b523-d93661c63631.jpg,train,augmented,aug_3
46746b52-cd5b-4748-8a54-f10e21a5bf4d.jpg,46746b52-cd5b-4748-8a54-f10e21a5bf4d.jpg,train,original,original
46746b52-cd5b-4748-8a54-f10e21a5bf4d.jpg,68a99d33-11d8-46f9-a530-af2db748c77c.jpg,train,augmented,aug_1
46746b52-cd5b-4748-8a54-f10e21a5bf4d.jpg,3c1873d8-129d-43c9-9e3d-9bf218ff84de.jpg,train,augmented,aug_2
46746b52-cd5b-4748-8a54-f10e21a5bf4d.jpg,5f7c6722-7c05-4033-bba4-fcb89c63a108.jpg,train,augmented,aug_3
469aee4c-7d05-4007-9012-2d2b9bd1a453.jpg,469aee4c-7d05-4007-9012-2d2b9bd1a453.jpg,train,original,original
469aee4c-7d05-4007-9012-2d2b9bd1a453.jpg,a77e1dc3-b008-4b17-86f9-9f1401b6b17e.jpg,train,augmented,aug_1
469aee4c-7d05-4007-9012-2d2b9bd1a453.jpg,9ece21d2-a4c3-437f-a9c5-6f0b24512aa9.jpg,train,augmented,aug_2
469aee4c-7d05-4007-9012-2d2b9bd1a453.jpg,3471bf62-b901-41d4-bd67-5db31bb45bef.jpg,train,augmented,aug_3
46ae4e77-874d-46e6-934c-b5e29efd1e56.jpg,46ae4e77-874d-46e6-934c-b5e29efd1e56.jpg,train,original,original
46ae4e77-874d-46e6-934c-b5e29efd1e56.jpg,f6ec1f18-3fef-46b0-a39e-8af3243b06be.jpg,train,augmented,aug_1
46ae4e77-874d-46e6-934c-b5e29efd1e56.jpg,9526d73c-b6fe-4db4-a677-f9dac05e3733.jpg,train,augmented,aug_2
46ae4e77-874d-46e6-934c-b5e29efd1e56.jpg,5375aa5b-1959-4a29-8449-a382e2e102b1.jpg,train,augmented,aug_3
46d99c9d-dfff-4f10-806d-ce14147cd55b.jpg,46d99c9d-dfff-4f10-806d-ce14147cd55b.jpg,train,original,original
46d99c9d-dfff-4f10-806d-ce14147cd55b.jpg,c1f6e93c-fc6f-40d8-91f2-897d034ed5b3.jpg,train,augmented,aug_1
46d99c9d-dfff-4f10-806d-ce14147cd55b.jpg,57999f16-4f70-4f53-92c5-1d6eed8b257e.jpg,train,augmented,aug_2
46d99c9d-dfff-4f10-806d-ce14147cd55b.jpg,ac2c5d38-49d0-430a-9886-9a71540db461.jpg,train,augmented,aug_3
47080c5a-ddce-45bf-885a-63a1ffb8d39b.jpg,47080c5a-ddce-45bf-885a-63a1ffb8d39b.jpg,train,original,original
47080c5a-ddce-45bf-885a-63a1ffb8d39b.jpg,44ffdf05-11c0-4906-941b-f73c28e6f47b.jpg,train,augmented,aug_1
47080c5a-ddce-45bf-885a-63a1ffb8d39b.jpg,0499888e-b541-4f83-b42b-4c2079c25c0c.jpg,train,augmented,aug_2
47080c5a-ddce-45bf-885a-63a1ffb8d39b.jpg,81072c0d-545b-44ae-8198-e96e882579d3.jpg,train,augmented,aug_3
47456935-532c-4208-ab6a-8a942d229756.jpg,47456935-532c-4208-ab6a-8a942d229756.jpg,train,original,original
47456935-532c-4208-ab6a-8a942d229756.jpg,0d795aa9-4cb2-4d8b-9f11-e1444da33409.jpg,train,augmented,aug_1
47456935-532c-4208-ab6a-8a942d229756.jpg,db6d5174-3708-4bfd-a061-456cb388e0d4.jpg,train,augmented,aug_2
47456935-532c-4208-ab6a-8a942d229756.jpg,599802d8-1dd5-4df4-ae56-794d0eb4a81a.jpg,train,augmented,aug_3
4759982d-8644-4edb-badf-4ad3c0313859.jpg,4759982d-8644-4edb-badf-4ad3c0313859.jpg,train,original,original
4759982d-8644-4edb-badf-4ad3c0313859.jpg,d72f0588-d241-415f-8f0d-0eed1cbaefa2.jpg,train,augmented,aug_1
4759982d-8644-4edb-badf-4ad3c0313859.jpg,d95c285e-fd6c-491b-891b-e0b78ca12a03.jpg,train,augmented,aug_2
4759982d-8644-4edb-badf-4ad3c0313859.jpg,60f6c033-9924-4f0a-a8f1-37af99b810d8.jpg,train,augmented,aug_3
4782d22e-40bd-44ed-9ea7-ca272033e162.jpg,4782d22e-40bd-44ed-9ea7-ca272033e162.jpg,train,original,original
4782d22e-40bd-44ed-9ea7-ca272033e162.jpg,9aa9c518-6e34-46e4-9e62-680d80fa68df.jpg,train,augmented,aug_1
4782d22e-40bd-44ed-9ea7-ca272033e162.jpg,0fe9ba85-b445-4990-98a7-984b721532bf.jpg,train,augmented,aug_2
4782d22e-40bd-44ed-9ea7-ca272033e162.jpg,e115ff9e-8c83-4217-807e-f8c9505e6564.jpg,train,augmented,aug_3
4805fa98-3c62-419b-bf13-b197c34c0533.jpg,4805fa98-3c62-419b-bf13-b197c34c0533.jpg,train,original,original
4805fa98-3c62-419b-bf13-b197c34c0533.jpg,73dfd424-5725-4485-bce3-14388e18653a.jpg,train,augmented,aug_1
4805fa98-3c62-419b-bf13-b197c34c0533.jpg,b870366b-4b55-437d-9a61-65290e85bc0e.jpg,train,augmented,aug_2
4805fa98-3c62-419b-bf13-b197c34c0533.jpg,2e8d4790-e0e6-487c-8603-b9873041e5a9.jpg,train,augmented,aug_3
480e735e-77d0-4ccd-b0a0-e2e808a22fa3.jpg,480e735e-77d0-4ccd-b0a0-e2e808a22fa3.jpg,train,original,original
480e735e-77d0-4ccd-b0a0-e2e808a22fa3.jpg,b57e99b0-def6-4427-8c89-e4074c0c7166.jpg,train,augmented,aug_1
480e735e-77d0-4ccd-b0a0-e2e808a22fa3.jpg,2dd9a3fc-a8e4-4e54-aee4-c34cbef5a33f.jpg,train,augmented,aug_2
480e735e-77d0-4ccd-b0a0-e2e808a22fa3.jpg,19b1aee1-f4b4-4d20-916a-b9c73d9d487c.jpg,train,augmented,aug_3
482f5049-aa3f-4e56-856c-e66cbb5d9a14.jpg,482f5049-aa3f-4e56-856c-e66cbb5d9a14.jpg,train,original,original
482f5049-aa3f-4e56-856c-e66cbb5d9a14.jpg,7c8039d4-e5f5-49df-9305-bc0d31900600.jpg,train,augmented,aug_1
482f5049-aa3f-4e56-856c-e66cbb5d9a14.jpg,093a3725-1480-40ba-8aa1-16615fd76700.jpg,train,augmented,aug_2
482f5049-aa3f-4e56-856c-e66cbb5d9a14.jpg,d892ad56-cf1d-4cf8-ba9e-68d3b12b3522.jpg,train,augmented,aug_3
4851d37e-8fa3-491c-b586-19bd3fbed8a5.jpg,4851d37e-8fa3-491c-b586-19bd3fbed8a5.jpg,train,original,original
4851d37e-8fa3-491c-b586-19bd3fbed8a5.jpg,3dcfdcf7-003e-4f92-8850-4d9b57e2db0b.jpg,train,augmented,aug_1
4851d37e-8fa3-491c-b586-19bd3fbed8a5.jpg,61b921e7-5a89-4a2c-b4e4-f21bc7a63e4f.jpg,train,augmented,aug_2
4851d37e-8fa3-491c-b586-19bd3fbed8a5.jpg,41897e4a-85a3-4980-a3cb-be4571fcf988.jpg,train,augmented,aug_3
486112fb-d221-4f1c-9720-33819876adc9.jpg,486112fb-d221-4f1c-9720-33819876adc9.jpg,train,original,original
486112fb-d221-4f1c-9720-33819876adc9.jpg,bffb1252-b9eb-44fc-b000-dd64041d466d.jpg,train,augmented,aug_1
486112fb-d221-4f1c-9720-33819876adc9.jpg,6a3b4d0e-daf8-4870-ad68-68d4f326f08c.jpg,train,augmented,aug_2
486112fb-d221-4f1c-9720-33819876adc9.jpg,379c9b95-28e7-4eb1-a69d-5fb2e4559c1c.jpg,train,augmented,aug_3
4890fd4c-3087-4902-8233-1ad9bc114546.jpg,4890fd4c-3087-4902-8233-1ad9bc114546.jpg,train,original,original
4890fd4c-3087-4902-8233-1ad9bc114546.jpg,ddb87634-5b79-4b93-9c5c-89465d46d978.jpg,train,augmented,aug_1
4890fd4c-3087-4902-8233-1ad9bc114546.jpg,3b4692ae-0992-46f1-bc3d-7104878947e6.jpg,train,augmented,aug_2
4890fd4c-3087-4902-8233-1ad9bc114546.jpg,6bed4b86-5a86-4549-b344-ad520f8bf518.jpg,train,augmented,aug_3
48978fea-ae9d-4062-94f2-ca3f00c7de72.jpg,48978fea-ae9d-4062-94f2-ca3f00c7de72.jpg,train,original,original
48978fea-ae9d-4062-94f2-ca3f00c7de72.jpg,ffacdcca-7af9-41bf-b6c0-dffdc83d2ecf.jpg,train,augmented,aug_1
48978fea-ae9d-4062-94f2-ca3f00c7de72.jpg,100cd379-e487-4a2c-a2a0-1215c14fd56a.jpg,train,augmented,aug_2
48978fea-ae9d-4062-94f2-ca3f00c7de72.jpg,7bd0106d-6016-4b5f-bc47-6aac1edcd524.jpg,train,augmented,aug_3
4909d59a-7a27-47af-a60c-626d28027ae6.jpg,4909d59a-7a27-47af-a60c-626d28027ae6.jpg,train,original,original
4909d59a-7a27-47af-a60c-626d28027ae6.jpg,82b6f5da-4bbc-42b1-8570-549ee09bd0e0.jpg,train,augmented,aug_1
4909d59a-7a27-47af-a60c-626d28027ae6.jpg,2ccf52be-1dc5-41cb-9a68-951579425464.jpg,train,augmented,aug_2
4909d59a-7a27-47af-a60c-626d28027ae6.jpg,3f61ee93-e7a5-4ba4-be70-9cfb8fb46def.jpg,train,augmented,aug_3
490fafa4-2ee8-4e20-b5ad-475867999588.jpg,490fafa4-2ee8-4e20-b5ad-475867999588.jpg,train,original,original
490fafa4-2ee8-4e20-b5ad-475867999588.jpg,e8e22734-1be0-4428-886f-39115b1f0357.jpg,train,augmented,aug_1
490fafa4-2ee8-4e20-b5ad-475867999588.jpg,0aead75e-3417-4941-abc5-ea8b912b47dc.jpg,train,augmented,aug_2
490fafa4-2ee8-4e20-b5ad-475867999588.jpg,bc6696b8-5d8f-4b27-ae16-6eeab766491c.jpg,train,augmented,aug_3
4925eb4e-adf3-471c-865c-172b42c2a8b2.jpg,4925eb4e-adf3-471c-865c-172b42c2a8b2.jpg,train,original,original
4925eb4e-adf3-471c-865c-172b42c2a8b2.jpg,63abef94-d4ce-47f0-87f9-c6d79caf2aea.jpg,train,augmented,aug_1
4925eb4e-adf3-471c-865c-172b42c2a8b2.jpg,8578e0ff-31b4-4ad0-b279-a309a05949c6.jpg,train,augmented,aug_2
4925eb4e-adf3-471c-865c-172b42c2a8b2.jpg,ea3a6ab3-7530-4bbb-9519-6835ed92afc0.jpg,train,augmented,aug_3
4946ba3c-c7cc-430a-801f-34ac10bffc03.jpg,4946ba3c-c7cc-430a-801f-34ac10bffc03.jpg,train,original,original
4946ba3c-c7cc-430a-801f-34ac10bffc03.jpg,4c02651e-d236-4219-a1b6-82631c26fffc.jpg,train,augmented,aug_1
4946ba3c-c7cc-430a-801f-34ac10bffc03.jpg,42d3d112-0eda-4fdf-a3d7-5240b6ac1140.jpg,train,augmented,aug_2
4946ba3c-c7cc-430a-801f-34ac10bffc03.jpg,486aedfc-f217-4db0-8245-49e873781b7b.jpg,train,augmented,aug_3
4986ad79-1c6d-4d06-af4c-cef69411cad5.jpg,4986ad79-1c6d-4d06-af4c-cef69411cad5.jpg,train,original,original
4986ad79-1c6d-4d06-af4c-cef69411cad5.jpg,ae42a11f-0398-4ffb-af86-5dce5a5bd19b.jpg,train,augmented,aug_1
4986ad79-1c6d-4d06-af4c-cef69411cad5.jpg,ec59d9bb-95ed-4f87-a6cf-a280c469c2dd.jpg,train,augmented,aug_2
4986ad79-1c6d-4d06-af4c-cef69411cad5.jpg,bd5c6ee7-ddb6-4440-8b0f-5771fe06f846.jpg,train,augmented,aug_3
49a27333-3b04-4846-b9f7-e2f0f4cae80e.jpg,49a27333-3b04-4846-b9f7-e2f0f4cae80e.jpg,train,original,original
49a27333-3b04-4846-b9f7-e2f0f4cae80e.jpg,69c3434b-4448-4610-9671-40c9e1f492cc.jpg,train,augmented,aug_1
49a27333-3b04-4846-b9f7-e2f0f4cae80e.jpg,4123612d-7042-46d7-96c3-607c663b9244.jpg,train,augmented,aug_2
49a27333-3b04-4846-b9f7-e2f0f4cae80e.jpg,298893bc-3dda-4bd8-8528-15adee61c064.jpg,train,augmented,aug_3
49bf005b-7c35-40e2-aac2-450d0b249828.jpg,49bf005b-7c35-40e2-aac2-450d0b249828.jpg,train,original,original
49bf005b-7c35-40e2-aac2-450d0b249828.jpg,a6892fb8-0213-428c-b599-fb5396b3fe0f.jpg,train,augmented,aug_1
49bf005b-7c35-40e2-aac2-450d0b249828.jpg,c6d54b6c-2902-4708-aa97-e45c011b1cdd.jpg,train,augmented,aug_2
49bf005b-7c35-40e2-aac2-450d0b249828.jpg,fbfd1c1b-c0bd-4169-8a32-7c55e89b8de3.jpg,train,augmented,aug_3
4a05e0af-9f5f-40a3-be80-fc36c5981707.jpg,4a05e0af-9f5f-40a3-be80-fc36c5981707.jpg,train,original,original
4a05e0af-9f5f-40a3-be80-fc36c5981707.jpg,dd093565-37dd-4229-802e-0ee8c4468f27.jpg,train,augmented,aug_1
4a05e0af-9f5f-40a3-be80-fc36c5981707.jpg,f9bdd7c5-c650-4138-8f3c-231db251eef7.jpg,train,augmented,aug_2
4a05e0af-9f5f-40a3-be80-fc36c5981707.jpg,6447f2e4-56a3-4fb8-8822-4fdd1a34adc9.jpg,train,augmented,aug_3
4a6340b3-13a4-407f-99e3-4294037c8ae0.jpg,4a6340b3-13a4-407f-99e3-4294037c8ae0.jpg,train,original,original
4a6340b3-13a4-407f-99e3-4294037c8ae0.jpg,ad21c125-0b47-4362-9125-75625bf9d2ef.jpg,train,augmented,aug_1
4a6340b3-13a4-407f-99e3-4294037c8ae0.jpg,cd6495ed-0556-4760-8fcb-e9081999cb27.jpg,train,augmented,aug_2
4a6340b3-13a4-407f-99e3-4294037c8ae0.jpg,01c3044c-091d-47e1-9e8e-6da768a7b76e.jpg,train,augmented,aug_3
4b385ce1-e862-4169-b8b8-01782c4e1d68.jpg,4b385ce1-e862-4169-b8b8-01782c4e1d68.jpg,train,original,original
4b385ce1-e862-4169-b8b8-01782c4e1d68.jpg,e04c69f4-01bb-4aca-970b-476a5f048733.jpg,train,augmented,aug_1
4b385ce1-e862-4169-b8b8-01782c4e1d68.jpg,598f1774-dc36-411d-86e2-bce9cca1407b.jpg,train,augmented,aug_2
4b385ce1-e862-4169-b8b8-01782c4e1d68.jpg,ce4e9502-9607-4dcc-820b-aa446122ee2a.jpg,train,augmented,aug_3
4bc77190-26c1-4832-aba8-20bb2728e792.jpg,4bc77190-26c1-4832-aba8-20bb2728e792.jpg,train,original,original
4bc77190-26c1-4832-aba8-20bb2728e792.jpg,de95d937-3278-487a-bfb0-790d3a96a585.jpg,train,augmented,aug_1
4bc77190-26c1-4832-aba8-20bb2728e792.jpg,dcb257a9-1316-4f25-80b5-50972cda6c6c.jpg,train,augmented,aug_2
4bc77190-26c1-4832-aba8-20bb2728e792.jpg,692c5593-76a9-4d8f-b3c6-05489ae74778.jpg,train,augmented,aug_3
4c215ab5-b2ab-4fc4-82d4-f21afbfed270.jpg,4c215ab5-b2ab-4fc4-82d4-f21afbfed270.jpg,train,original,original
4c215ab5-b2ab-4fc4-82d4-f21afbfed270.jpg,23dd56c6-ed55-4224-857f-5a68234e75bf.jpg,train,augmented,aug_1
4c215ab5-b2ab-4fc4-82d4-f21afbfed270.jpg,d0476f7f-a4f7-46e3-b987-8f57c526f2c3.jpg,train,augmented,aug_2
4c215ab5-b2ab-4fc4-82d4-f21afbfed270.jpg,f7c3e2fd-1acf-4b34-96e8-9dd12fda4278.jpg,train,augmented,aug_3
4c26897f-0e5a-44e5-b957-b4ec86f1a8ed.jpg,4c26897f-0e5a-44e5-b957-b4ec86f1a8ed.jpg,train,original,original
4c26897f-0e5a-44e5-b957-b4ec86f1a8ed.jpg,0df2974e-0740-4b66-8c3a-0ddd3e44a14f.jpg,train,augmented,aug_1
4c26897f-0e5a-44e5-b957-b4ec86f1a8ed.jpg,847ab2c8-43f4-452a-91f7-0826da98df62.jpg,train,augmented,aug_2
4c26897f-0e5a-44e5-b957-b4ec86f1a8ed.jpg,d45e1b21-4731-4373-84dd-d1856a7524fd.jpg,train,augmented,aug_3
4c68c7d0-639e-4508-b0e5-8c5c22d056f3.jpg,4c68c7d0-639e-4508-b0e5-8c5c22d056f3.jpg,train,original,original
4c68c7d0-639e-4508-b0e5-8c5c22d056f3.jpg,20443064-2054-412a-a577-a44f8d563a75.jpg,train,augmented,aug_1
4c68c7d0-639e-4508-b0e5-8c5c22d056f3.jpg,8f71f773-f258-4bff-9872-131ac5aaf812.jpg,train,augmented,aug_2
4c68c7d0-639e-4508-b0e5-8c5c22d056f3.jpg,8a19ad4e-31f8-4d4b-929d-de0820639161.jpg,train,augmented,aug_3
4c9280ee-b57d-4f8f-8077-b1b73318bd7c.jpg,4c9280ee-b57d-4f8f-8077-b1b73318bd7c.jpg,train,original,original
4c9280ee-b57d-4f8f-8077-b1b73318bd7c.jpg,7472d3fd-fe1e-416b-b17e-3b7f91deb362.jpg,train,augmented,aug_1
4c9280ee-b57d-4f8f-8077-b1b73318bd7c.jpg,7ba66081-8818-4aa4-bedc-89e555607507.jpg,train,augmented,aug_2
4c9280ee-b57d-4f8f-8077-b1b73318bd7c.jpg,49798a6e-a6c8-4637-8e82-0b1870f23c18.jpg,train,augmented,aug_3
4ca779ad-81dd-4d39-8465-e1c710599f2b.jpg,4ca779ad-81dd-4d39-8465-e1c710599f2b.jpg,train,original,original
4ca779ad-81dd-4d39-8465-e1c710599f2b.jpg,888f2b85-03b2-4d30-8cb7-d201331129b6.jpg,train,augmented,aug_1
4ca779ad-81dd-4d39-8465-e1c710599f2b.jpg,d2baa8bc-d1b9-4336-a10e-770dde44a5d7.jpg,train,augmented,aug_2
4ca779ad-81dd-4d39-8465-e1c710599f2b.jpg,1215645c-9eb2-4e56-9710-2346ece99a9a.jpg,train,augmented,aug_3
4d140557-f9e0-4023-b50e-a909df24b71f.jpg,4d140557-f9e0-4023-b50e-a909df24b71f.jpg,train,original,original
4d140557-f9e0-4023-b50e-a909df24b71f.jpg,b69e3c32-6103-4a93-acd6-5315dfbdde52.jpg,train,augmented,aug_1
4d140557-f9e0-4023-b50e-a909df24b71f.jpg,c5190777-165a-4309-86d3-f796ceed2b3b.jpg,train,augmented,aug_2
4d140557-f9e0-4023-b50e-a909df24b71f.jpg,06a45375-31e0-4ae6-8092-e6f93b436e4a.jpg,train,augmented,aug_3
4d47637d-5248-4764-82cb-9402a1188f88.jpg,4d47637d-5248-4764-82cb-9402a1188f88.jpg,train,original,original
4d47637d-5248-4764-82cb-9402a1188f88.jpg,015314c7-914e-429d-80b0-d267c189057d.jpg,train,augmented,aug_1
4d47637d-5248-4764-82cb-9402a1188f88.jpg,4e548d8b-df01-461c-8fd9-7fa99188f7fb.jpg,train,augmented,aug_2
4d47637d-5248-4764-82cb-9402a1188f88.jpg,d9b11d98-8229-4f45-b143-e56e85d7476c.jpg,train,augmented,aug_3
4d52cece-87be-4e43-ba52-0596ba3688d6.jpg,4d52cece-87be-4e43-ba52-0596ba3688d6.jpg,train,original,original
4d52cece-87be-4e43-ba52-0596ba3688d6.jpg,a7960a1d-3c2f-41e5-9978-37c97f5cfa6f.jpg,train,augmented,aug_1
4d52cece-87be-4e43-ba52-0596ba3688d6.jpg,b59132f0-b013-4c48-aee4-dbc71f157e9f.jpg,train,augmented,aug_2
4d52cece-87be-4e43-ba52-0596ba3688d6.jpg,8c0c6179-b4b1-455c-9106-57a93ecd4080.jpg,train,augmented,aug_3
4d862608-c049-4c33-9b20-abaf944f2769.jpg,4d862608-c049-4c33-9b20-abaf944f2769.jpg,train,original,original
4d862608-c049-4c33-9b20-abaf944f2769.jpg,e5c2d0e7-468e-4080-9371-473fea542303.jpg,train,augmented,aug_1
4d862608-c049-4c33-9b20-abaf944f2769.jpg,22296faf-7637-458f-9ae4-5192c1778677.jpg,train,augmented,aug_2
4d862608-c049-4c33-9b20-abaf944f2769.jpg,2aa1ac6b-1420-4bb8-82f7-86649e7f2939.jpg,train,augmented,aug_3
4df6de6d-f193-4f44-8166-4357ae2430f2.jpg,4df6de6d-f193-4f44-8166-4357ae2430f2.jpg,train,original,original
4df6de6d-f193-4f44-8166-4357ae2430f2.jpg,f4775d97-0be2-49b9-8c52-52e4e4d21342.jpg,train,augmented,aug_1
4df6de6d-f193-4f44-8166-4357ae2430f2.jpg,e9b7b884-2e01-46e4-ae88-4d2759c49237.jpg,train,augmented,aug_2
4df6de6d-f193-4f44-8166-4357ae2430f2.jpg,2d08fbbf-afdc-487f-a996-c9664f059929.jpg,train,augmented,aug_3
4e0e0540-d751-44fb-b523-469c113d849a.jpg,4e0e0540-d751-44fb-b523-469c113d849a.jpg,train,original,original
4e0e0540-d751-44fb-b523-469c113d849a.jpg,5b9dfc36-a4d9-4efa-b3d5-e9921860d691.jpg,train,augmented,aug_1
